date,region,country,category,subcategory,segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-03-24,Latin America,Chile,Electronics,Accessories,Home Office,4,17.71,70.84,43.42,27.42,0.3871
2024-04-22,North America,United States,Office Supplies,Binders,Consumer,5,408.45,2042.25,1367.52,674.73,0.3304
2023-01-03,North America,United States,Furniture,Tables,Consumer,5,267.96,1339.8,972.81,366.99,0.2739
2023-07-02,Latin America,Brazil,Office Supplies,Labels,Corporate,5,129.17,645.85,438.46,207.39,0.3211
2023-09-07,North America,Mexico,Electronics,Phones,Corporate,4,194.81,779.24,460.06,319.18,0.4096
2022-01-20,Europe,United Kingdom,Clothing,Shoes,Home Office,3,287.27,861.81,640.48,221.33,0.2568
2022-07-15,North America,United States,Furniture,Desks,Corporate,1,462.84,462.84,311.85,150.99,0.3262
2023-07-29,North America,United States,Office Supplies,Paper,Consumer,5,80.65,403.25,293.68,109.57,0.2717
2024-03-26,North America,Canada,Furniture,Tables,Home Office,4,341.75,1367.0,842.38,524.62,0.3838
2024-02-26,Europe,United Kingdom,Office Supplies,Paper,Consumer,4,123.75,495.0,213.05,281.95,0.5696
2024-03-23,Asia Pacific,China,Office Supplies,Labels,Corporate,2,184.35,368.7,286.28,82.42,0.2235
2024-06-03,Europe,Italy,Clothing,Shirts,Home Office,3,401.05,1203.15,824.45,378.7,0.3148
2022-06-18,Asia Pacific,Japan,Clothing,Pants,Home Office,4,165.17,660.68,292.43,368.25,0.5574
2022-01-11,Asia Pacific,India,Office Supplies,Binders,Consumer,2,52.78,105.56,60.42,45.14,0.4276
2024-11-15,Latin America,Brazil,Electronics,Phones,Corporate,5,55.6,278.0,177.7,100.3,0.3608
2023-10-27,Latin America,Brazil,Office Supplies,Labels,Corporate,1,365.17,365.17,227.8,137.37,0.3762
2023-05-13,Europe,Spain,Furniture,Tables,Corporate,3,141.52,424.56,194.61,229.95,0.5416
2022-12-09,Latin America,Chile,Clothing,Outerwear,Corporate,1,186.95,186.95,145.39,41.56,0.2223
2024-10-12,Europe,Spain,Electronics,Computers,Corporate,1,474.92,474.92,253.08,221.84,0.4671
2024-02-18,Asia Pacific,India,Office Supplies,Labels,Home Office,5,76.7,383.5,202.59,180.91,0.4717
2023-02-16,Latin America,Chile,Furniture,Desks,Corporate,3,370.09,1110.27,725.19,385.08,0.3468
2023-05-12,Asia Pacific,India,Office Supplies,Labels,Corporate,1,466.71,466.71,223.98,242.73,0.5201
2023-01-04,North America,Mexico,Clothing,Pants,Corporate,3,417.33,1251.99,535.43,716.56,0.5723
2024-04-17,Latin America,Argentina,Office Supplies,Pens,Corporate,2,360.47,720.94,515.93,205.01,0.2844
2022-06-01,Latin America,Colombia,Clothing,Shoes,Home Office,1,397.45,397.45,216.14,181.31,0.4562
2022-06-24,North America,United States,Office Supplies,Pens,Home Office,5,31.71,158.55,125.8,32.75,0.2066
2024-03-29,Asia Pacific,India,Electronics,Phones,Consumer,3,118.78,356.34,248.99,107.35,0.3013
2023-03-29,Latin America,Chile,Clothing,Shoes,Home Office,5,348.31,1741.55,801.63,939.92,0.5397
2022-02-20,Latin America,Brazil,Office Supplies,Labels,Consumer,1,417.35,417.35,288.83,128.52,0.3079
2023-12-15,Asia Pacific,Australia,Clothing,Pants,Home Office,4,180.67,722.68,317.29,405.39,0.561
2024-07-15,Asia Pacific,China,Office Supplies,Paper,Home Office,1,21.07,21.07,11.32,9.75,0.4627
2022-08-12,Europe,Germany,Furniture,Tables,Corporate,5,218.92,1094.6,640.15,454.45,0.4152
2024-04-09,Europe,Germany,Clothing,Shoes,Consumer,5,442.72,2213.6,1283.51,930.09,0.4202
2024-05-29,Latin America,Brazil,Furniture,Tables,Corporate,1,292.9,292.9,210.83,82.07,0.2802
2023-01-18,Asia Pacific,Australia,Furniture,Desks,Consumer,3,338.64,1015.92,605.28,410.64,0.4042
2023-10-04,Latin America,Colombia,Electronics,Audio,Corporate,4,312.51,1250.04,906.9,343.14,0.2745
2023-09-02,North America,Mexico,Furniture,Storage,Consumer,2,159.64,319.28,151.09,168.19,0.5268
2022-10-17,Latin America,Colombia,Furniture,Desks,Corporate,2,248.47,496.94,305.59,191.35,0.3851
2022-12-21,Europe,Spain,Office Supplies,Pens,Consumer,3,422.57,1267.71,821.18,446.53,0.3522
2024-01-06,North America,Canada,Furniture,Tables,Corporate,5,257.66,1288.3,770.39,517.91,0.402
2024-10-04,Latin America,Colombia,Clothing,Pants,Consumer,5,25.12,125.6,88.48,37.12,0.2955
2023-08-22,North America,Canada,Furniture,Storage,Consumer,4,287.17,1148.68,814.44,334.24,0.291
2024-10-11,North America,Mexico,Electronics,Audio,Home Office,3,275.6,826.8,581.0,245.8,0.2973
2024-06-22,Europe,Spain,Electronics,Computers,Corporate,1,230.37,230.37,124.27,106.1,0.4606
2022-06-28,Latin America,Brazil,Furniture,Tables,Home Office,5,347.68,1738.4,1294.1,444.3,0.2556
2024-05-26,Europe,Italy,Furniture,Tables,Consumer,1,289.34,289.34,177.34,112.0,0.3871
2022-12-11,Asia Pacific,Australia,Office Supplies,Binders,Home Office,1,76.44,76.44,53.51,22.93,0.3
2024-04-22,North America,Canada,Furniture,Tables,Consumer,2,358.58,717.16,524.53,192.63,0.2686
2024-03-15,Latin America,Argentina,Office Supplies,Labels,Corporate,4,47.0,188.0,134.95,53.05,0.2822
2022-07-10,Latin America,Chile,Office Supplies,Labels,Corporate,3,295.16,885.48,661.95,223.53,0.2524
2022-07-10,Latin America,Chile,Electronics,Accessories,Consumer,4,414.18,1656.72,990.53,666.19,0.4021
2023-10-24,Asia Pacific,Australia,Furniture,Desks,Corporate,1,32.51,32.51,21.15,11.36,0.3494
2024-07-30,North America,United States,Furniture,Desks,Corporate,1,496.0,496.0,283.28,212.72,0.4289
2022-09-28,Asia Pacific,Japan,Office Supplies,Paper,Home Office,3,132.69,398.07,218.44,179.63,0.4513
2022-12-05,North America,Canada,Office Supplies,Pens,Corporate,1,354.81,354.81,142.08,212.73,0.5996
2024-09-03,North America,United States,Furniture,Desks,Consumer,1,350.84,350.84,255.01,95.83,0.2731
2024-05-14,Europe,Spain,Electronics,Computers,Corporate,1,368.07,368.07,162.31,205.76,0.559
2023-10-04,Asia Pacific,Australia,Furniture,Desks,Consumer,2,43.52,87.04,54.43,32.61,0.3747
2022-12-03,Latin America,Chile,Furniture,Tables,Corporate,5,346.42,1732.1,1288.66,443.44,0.256
2022-06-27,North America,United States,Electronics,Accessories,Corporate,4,164.11,656.44,299.29,357.15,0.5441
2023-07-22,North America,United States,Office Supplies,Paper,Home Office,3,110.67,332.01,213.41,118.6,0.3572
2023-01-22,Latin America,Chile,Electronics,Computers,Corporate,4,65.24,260.96,156.53,104.43,0.4002
2022-05-26,North America,Canada,Office Supplies,Pens,Corporate,5,216.22,1081.1,668.71,412.39,0.3815
2022-12-20,Latin America,Brazil,Electronics,Phones,Consumer,3,115.71,347.13,266.95,80.18,0.231
2024-03-26,Asia Pacific,South Korea,Clothing,Shoes,Home Office,4,50.39,201.56,123.88,77.68,0.3854
2022-11-09,Asia Pacific,China,Office Supplies,Paper,Home Office,2,487.41,974.82,450.51,524.31,0.5379
2023-11-01,Latin America,Brazil,Office Supplies,Labels,Home Office,2,38.37,76.74,33.34,43.4,0.5655
2024-06-08,North America,Canada,Electronics,Audio,Home Office,2,68.53,137.06,93.63,43.43,0.3169
2022-01-24,Europe,Spain,Office Supplies,Binders,Consumer,3,72.2,216.6,154.32,62.28,0.2875
2023-07-05,North America,United States,Office Supplies,Labels,Corporate,5,41.3,206.5,141.44,65.06,0.3151
2022-06-07,Latin America,Colombia,Office Supplies,Paper,Corporate,5,91.77,458.85,212.41,246.44,0.5371
2022-07-30,North America,United States,Electronics,Phones,Consumer,2,32.53,65.06,35.5,29.56,0.4543
2022-11-04,Europe,United Kingdom,Clothing,Pants,Corporate,2,213.97,427.94,294.47,133.47,0.3119
2023-07-10,North America,Mexico,Office Supplies,Paper,Home Office,1,97.88,97.88,70.64,27.24,0.2783
2022-04-05,Latin America,Brazil,Clothing,Outerwear,Corporate,3,52.33,156.99,91.48,65.51,0.4173
2024-01-26,Europe,France,Office Supplies,Pens,Corporate,3,299.93,899.79,537.48,362.31,0.4027
2023-02-05,Europe,Germany,Electronics,Accessories,Consumer,2,275.36,550.72,360.38,190.34,0.3456
2022-01-20,Asia Pacific,China,Clothing,Outerwear,Consumer,2,269.61,539.22,267.06,272.16,0.5047
2024-10-04,North America,United States,Office Supplies,Paper,Consumer,2,449.67,899.34,546.71,352.63,0.3921
2024-02-02,Latin America,Brazil,Electronics,Computers,Home Office,4,46.67,186.68,117.07,69.61,0.3729
2024-06-09,Europe,Germany,Office Supplies,Binders,Corporate,4,353.36,1413.44,981.13,432.31,0.3059
2023-10-14,Latin America,Chile,Furniture,Chairs,Consumer,2,392.17,784.34,497.18,287.16,0.3661
2022-11-15,North America,United States,Clothing,Shoes,Corporate,4,69.16,276.64,150.3,126.34,0.4567
2023-03-02,Latin America,Chile,Clothing,Outerwear,Consumer,1,87.23,87.23,58.83,28.4,0.3256
2022-03-24,Europe,France,Furniture,Chairs,Home Office,2,484.52,969.04,541.21,427.83,0.4415
2022-04-11,Asia Pacific,Australia,Furniture,Chairs,Corporate,4,282.42,1129.68,700.46,429.22,0.3799
2022-07-13,Latin America,Brazil,Furniture,Chairs,Consumer,1,416.88,416.88,330.6,86.28,0.207
2022-09-25,Europe,Spain,Office Supplies,Paper,Home Office,5,136.82,684.1,496.04,188.06,0.2749
2022-02-14,North America,United States,Clothing,Pants,Consumer,3,70.04,210.12,163.24,46.88,0.2231
2022-04-14,Europe,Italy,Clothing,Shoes,Corporate,1,197.54,197.54,112.73,84.81,0.4293
2023-12-26,Europe,Germany,Office Supplies,Binders,Corporate,2,26.98,53.96,34.95,19.01,0.3523
2023-05-19,Asia Pacific,India,Clothing,Shoes,Consumer,1,147.09,147.09,66.91,80.18,0.5451
2023-02-13,Europe,Italy,Electronics,Accessories,Home Office,3,245.05,735.15,523.85,211.3,0.2874
2023-12-06,Asia Pacific,India,Office Supplies,Pens,Consumer,3,302.59,907.77,373.75,534.02,0.5883
2023-07-30,North America,Canada,Office Supplies,Pens,Consumer,1,131.45,131.45,65.26,66.19,0.5035
2024-12-28,North America,United States,Clothing,Outerwear,Consumer,2,125.91,251.82,132.76,119.06,0.4728
2024-01-05,North America,Mexico,Office Supplies,Pens,Home Office,2,419.98,839.96,608.27,231.69,0.2758
2024-10-05,Asia Pacific,Japan,Clothing,Shirts,Consumer,1,123.99,123.99,60.45,63.54,0.5125
2024-12-14,Latin America,Brazil,Office Supplies,Pens,Consumer,3,361.3,1083.9,831.91,251.99,0.2325
2023-10-25,North America,United States,Furniture,Tables,Consumer,5,431.73,2158.65,1692.86,465.79,0.2158
2024-02-05,Latin America,Brazil,Office Supplies,Binders,Corporate,2,488.17,976.34,676.55,299.79,0.3071
2024-06-13,Latin America,Chile,Furniture,Storage,Consumer,5,409.08,2045.4,1127.74,917.66,0.4486
2023-08-27,Europe,Germany,Electronics,Accessories,Home Office,1,99.22,99.22,52.32,46.9,0.4727
2023-03-29,North America,Canada,Furniture,Storage,Home Office,1,126.62,126.62,100.4,26.22,0.2071
2022-12-10,North America,Mexico,Office Supplies,Labels,Consumer,3,112.75,338.25,229.09,109.16,0.3227
2023-12-19,Asia Pacific,China,Electronics,Phones,Corporate,4,368.97,1475.88,1162.46,313.42,0.2124
2024-04-27,Latin America,Colombia,Office Supplies,Labels,Consumer,4,396.48,1585.92,1001.07,584.85,0.3688
2023-04-07,Europe,Spain,Electronics,Phones,Corporate,1,166.17,166.17,129.72,36.45,0.2194
2022-06-01,Asia Pacific,Japan,Clothing,Pants,Home Office,1,278.05,278.05,211.11,66.94,0.2407
2022-07-10,Asia Pacific,South Korea,Clothing,Shirts,Corporate,2,307.59,615.18,352.92,262.26,0.4263
2022-04-20,North America,Canada,Furniture,Tables,Corporate,5,363.8,1819.0,1258.73,560.27,0.308
2023-06-28,Asia Pacific,Australia,Furniture,Chairs,Consumer,4,290.17,1160.68,854.19,306.49,0.2641
2022-11-11,North America,Canada,Electronics,Accessories,Consumer,3,413.71,1241.13,806.78,434.35,0.35
2024-09-10,Europe,United Kingdom,Electronics,Computers,Consumer,3,488.76,1466.28,864.27,602.01,0.4106
2022-08-25,Asia Pacific,India,Clothing,Shoes,Home Office,3,54.66,163.98,101.28,62.7,0.3824
2023-01-14,Asia Pacific,India,Office Supplies,Pens,Corporate,1,139.02,139.02,81.47,57.55,0.414
2023-04-09,Asia Pacific,South Korea,Electronics,Computers,Home Office,1,52.0,52.0,27.95,24.05,0.4625
2024-04-27,Europe,Italy,Electronics,Accessories,Home Office,4,483.16,1932.64,1304.2,628.44,0.3252
2024-08-30,Europe,Spain,Office Supplies,Paper,Corporate,1,256.03,256.03,194.63,61.4,0.2398
2022-10-29,North America,Canada,Furniture,Tables,Consumer,2,71.83,143.66,81.79,61.87,0.4307
2024-06-10,Europe,Germany,Office Supplies,Binders,Home Office,1,52.64,52.64,32.77,19.87,0.3775
2023-10-30,Asia Pacific,South Korea,Clothing,Shirts,Home Office,5,297.91,1489.55,1061.56,427.99,0.2873
2022-08-19,Latin America,Argentina,Furniture,Chairs,Consumer,5,391.98,1959.9,1399.95,559.95,0.2857
2023-12-06,Latin America,Chile,Clothing,Shoes,Home Office,5,241.79,1208.95,566.85,642.1,0.5311
2024-04-05,Europe,Italy,Clothing,Shirts,Corporate,3,348.35,1045.05,438.62,606.43,0.5803
2024-08-31,Asia Pacific,Australia,Electronics,Audio,Corporate,3,147.37,442.11,263.78,178.33,0.4034
2022-07-21,Europe,Germany,Office Supplies,Labels,Corporate,3,367.11,1101.33,707.04,394.29,0.358
2022-07-02,Europe,Spain,Furniture,Desks,Home Office,4,382.15,1528.6,1141.67,386.93,0.2531
2022-04-26,Europe,United Kingdom,Office Supplies,Labels,Consumer,5,440.87,2204.35,907.26,1297.09,0.5884
2023-01-30,Europe,United Kingdom,Furniture,Chairs,Corporate,1,459.84,459.84,313.54,146.3,0.3182
2023-07-16,Asia Pacific,India,Clothing,Shirts,Home Office,1,128.55,128.55,76.55,52.0,0.4045
2024-07-02,Europe,Spain,Office Supplies,Binders,Consumer,3,376.99,1130.97,764.02,366.95,0.3245
2023-08-07,North America,Canada,Electronics,Computers,Home Office,2,429.98,859.96,566.67,293.29,0.3411
2023-02-28,Asia Pacific,India,Electronics,Phones,Corporate,2,327.21,654.42,419.13,235.29,0.3595
2022-01-18,Europe,France,Office Supplies,Binders,Corporate,4,427.28,1709.12,997.44,711.68,0.4164
2023-03-23,Latin America,Chile,Clothing,Shirts,Consumer,5,499.72,2498.6,1965.38,533.22,0.2134
2024-02-06,Asia Pacific,Australia,Electronics,Accessories,Consumer,3,494.3,1482.9,973.14,509.76,0.3438
2023-07-22,Asia Pacific,Australia,Furniture,Tables,Home Office,2,450.85,901.7,651.18,250.52,0.2778
2024-04-07,Asia Pacific,Japan,Electronics,Accessories,Corporate,3,454.39,1363.17,765.88,597.29,0.4382
2022-03-14,Europe,France,Furniture,Desks,Home Office,3,258.58,775.74,572.63,203.11,0.2618
2023-01-06,Asia Pacific,China,Clothing,Pants,Home Office,3,365.34,1096.02,683.49,412.53,0.3764
2023-01-10,Asia Pacific,China,Furniture,Storage,Consumer,3,216.03,648.09,489.14,158.95,0.2453
2024-02-01,Asia Pacific,South Korea,Office Supplies,Labels,Consumer,4,36.3,145.2,94.93,50.27,0.3462
2022-05-26,Latin America,Argentina,Electronics,Accessories,Home Office,3,212.42,637.26,476.89,160.37,0.2517
2022-11-05,Europe,Germany,Office Supplies,Labels,Home Office,4,80.18,320.72,238.92,81.8,0.2551
2023-01-05,North America,Canada,Office Supplies,Pens,Corporate,1,12.31,12.31,6.27,6.04,0.4907
2022-12-12,Europe,Spain,Electronics,Computers,Home Office,4,320.41,1281.64,719.46,562.18,0.4386
2024-09-04,Latin America,Brazil,Electronics,Computers,Home Office,3,475.53,1426.59,1079.65,346.94,0.2432
2024-12-23,Europe,United Kingdom,Electronics,Computers,Consumer,3,162.93,488.79,215.6,273.19,0.5589
2024-10-27,Asia Pacific,Japan,Electronics,Phones,Corporate,3,233.4,700.2,425.8,274.4,0.3919
2024-12-09,Asia Pacific,India,Furniture,Storage,Corporate,3,377.56,1132.68,527.78,604.9,0.534
2024-04-06,North America,United States,Furniture,Tables,Consumer,1,298.95,298.95,139.79,159.16,0.5324
2024-01-21,North America,Canada,Office Supplies,Paper,Home Office,1,334.37,334.37,221.16,113.21,0.3386
2022-02-10,North America,Mexico,Electronics,Accessories,Corporate,4,70.56,282.24,141.43,140.81,0.4989
2022-11-10,Europe,United Kingdom,Office Supplies,Labels,Home Office,1,334.62,334.62,169.98,164.64,0.492
2022-10-08,Latin America,Brazil,Electronics,Audio,Consumer,1,253.89,253.89,163.4,90.49,0.3564
2023-06-23,Europe,France,Clothing,Outerwear,Consumer,1,278.59,278.59,212.88,65.71,0.2359
2024-09-11,Asia Pacific,Japan,Electronics,Phones,Home Office,1,454.37,454.37,333.55,120.82,0.2659
2024-10-08,Europe,United Kingdom,Electronics,Phones,Corporate,2,233.81,467.62,369.85,97.77,0.2091
2023-06-25,Latin America,Brazil,Electronics,Computers,Consumer,3,186.51,559.53,375.28,184.25,0.3293
2024-05-22,North America,United States,Electronics,Phones,Consumer,2,171.04,342.08,259.23,82.85,0.2422
2023-07-04,North America,Canada,Office Supplies,Pens,Consumer,4,206.12,824.48,480.35,344.13,0.4174
2024-02-29,Latin America,Colombia,Furniture,Chairs,Consumer,1,490.97,490.97,362.21,128.76,0.2623
2022-08-01,Latin America,Colombia,Clothing,Pants,Home Office,4,391.79,1567.16,1010.1,557.06,0.3555
2022-09-25,Latin America,Colombia,Electronics,Accessories,Corporate,1,41.03,41.03,27.16,13.87,0.338
2022-01-26,Europe,France,Electronics,Accessories,Home Office,2,246.15,492.3,327.62,164.68,0.3345
2024-02-28,Europe,Italy,Electronics,Phones,Home Office,2,257.73,515.46,302.94,212.52,0.4123
2024-10-12,Europe,United Kingdom,Clothing,Outerwear,Consumer,3,485.37,1456.11,611.77,844.34,0.5799
2023-04-02,Latin America,Colombia,Furniture,Chairs,Corporate,4,402.62,1610.48,932.85,677.63,0.4208
2024-10-17,Latin America,Chile,Electronics,Accessories,Home Office,1,60.3,60.3,34.07,26.23,0.435
2022-01-01,North America,Mexico,Office Supplies,Pens,Home Office,4,475.67,1902.68,1037.6,865.08,0.4547
2022-04-22,Europe,Spain,Office Supplies,Labels,Home Office,3,360.8,1082.4,482.33,600.07,0.5544
2023-03-31,North America,Canada,Office Supplies,Binders,Home Office,5,193.21,966.05,427.51,538.54,0.5575
2022-12-03,Latin America,Argentina,Clothing,Shirts,Corporate,5,106.0,530.0,237.6,292.4,0.5517
2024-03-15,Europe,Spain,Furniture,Storage,Consumer,4,32.79,131.16,85.69,45.47,0.3467
2022-09-10,Latin America,Colombia,Furniture,Desks,Consumer,5,370.74,1853.7,1151.69,702.01,0.3787
2024-06-05,Latin America,Argentina,Furniture,Tables,Consumer,4,332.19,1328.76,853.68,475.08,0.3575
2023-10-22,Latin America,Colombia,Furniture,Storage,Corporate,3,485.54,1456.62,846.5,610.12,0.4189
2022-10-01,Europe,Spain,Office Supplies,Binders,Home Office,5,319.97,1599.85,768.5,831.35,0.5196
2023-08-19,Asia Pacific,Japan,Furniture,Storage,Home Office,1,382.78,382.78,239.2,143.58,0.3751
2024-05-04,Asia Pacific,India,Electronics,Phones,Consumer,4,81.21,324.84,217.03,107.81,0.3319
2023-02-14,Asia Pacific,Japan,Office Supplies,Binders,Consumer,1,348.39,348.39,180.49,167.9,0.4819
2022-03-08,Asia Pacific,India,Electronics,Computers,Home Office,5,200.55,1002.75,606.03,396.72,0.3956
2023-08-13,North America,Canada,Clothing,Shoes,Home Office,3,483.26,1449.78,611.11,838.67,0.5785
2023-05-30,Europe,Italy,Clothing,Pants,Home Office,3,380.0,1140.0,705.26,434.74,0.3814
2023-02-07,Europe,France,Clothing,Pants,Home Office,1,101.62,101.62,47.71,53.91,0.5305
2024-11-18,North America,Canada,Electronics,Accessories,Corporate,5,139.48,697.4,323.85,373.55,0.5356
2023-06-07,North America,Canada,Clothing,Pants,Consumer,2,465.03,930.06,594.08,335.98,0.3612
2023-09-09,Latin America,Chile,Electronics,Audio,Home Office,2,478.92,957.84,582.6,375.24,0.3918
2024-10-31,Europe,Spain,Clothing,Shirts,Corporate,2,442.86,885.72,589.3,296.42,0.3347
2023-11-10,Asia Pacific,Australia,Furniture,Desks,Home Office,1,66.21,66.21,35.65,30.56,0.4616
2023-05-08,Europe,United Kingdom,Office Supplies,Labels,Consumer,4,135.73,542.92,374.39,168.53,0.3104
2022-02-20,Asia Pacific,South Korea,Clothing,Shoes,Consumer,3,450.16,1350.48,644.19,706.29,0.523
2024-11-18,North America,United States,Furniture,Chairs,Home Office,1,113.28,113.28,73.84,39.44,0.3482
2023-03-13,Latin America,Brazil,Furniture,Desks,Home Office,1,375.98,375.98,173.52,202.46,0.5385
2024-07-29,Asia Pacific,China,Electronics,Phones,Consumer,2,399.17,798.34,497.55,300.79,0.3768
2023-04-12,Asia Pacific,India,Clothing,Shoes,Home Office,4,222.18,888.72,361.49,527.23,0.5932
2022-08-31,North America,Mexico,Electronics,Phones,Home Office,1,185.27,185.27,111.37,73.9,0.3989
2023-08-17,Asia Pacific,South Korea,Electronics,Audio,Corporate,4,203.61,814.44,541.02,273.42,0.3357
2024-08-28,Europe,Italy,Furniture,Tables,Home Office,4,400.42,1601.68,1184.9,416.78,0.2602
2023-08-28,Europe,France,Office Supplies,Paper,Home Office,5,79.27,396.35,165.16,231.19,0.5833
2024-03-18,North America,Canada,Furniture,Storage,Consumer,4,453.76,1815.04,1344.19,470.85,0.2594
2022-10-19,Europe,Germany,Furniture,Storage,Consumer,1,98.87,98.87,71.17,27.7,0.2802
2022-04-22,Latin America,Brazil,Office Supplies,Paper,Corporate,1,106.73,106.73,67.48,39.25,0.3678
2023-11-09,Asia Pacific,Japan,Furniture,Chairs,Corporate,5,44.21,221.05,105.53,115.52,0.5226
2024-09-22,Latin America,Chile,Office Supplies,Pens,Home Office,5,188.6,943.0,496.52,446.48,0.4735
2024-05-27,Europe,United Kingdom,Office Supplies,Pens,Consumer,4,145.57,582.28,316.64,265.64,0.4562
2023-11-11,Latin America,Colombia,Clothing,Outerwear,Corporate,4,280.32,1121.28,527.35,593.93,0.5297
2022-06-17,Asia Pacific,Japan,Furniture,Storage,Home Office,1,366.44,366.44,277.34,89.1,0.2432
